"ID","category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"SevCrit_Myeloid__321","Process","GO.0031347",36,676,"9606","9606.ENSP00000215794,9606.ENSP00000251642,9606.ENSP00000264350,9606.ENSP00000278407,9606.ENSP00000292301,9606.ENSP00000296161,9606.ENSP00000296503,9606.ENSP00000299367,9606.ENSP00000302079,9606.ENSP00000312002,9606.ENSP00000314508,9606.ENSP00000315130,9606.ENSP00000329418,9606.ENSP00000329967,9606.ENSP00000330341,9606.ENSP00000330959,9606.ENSP00000345494,9606.ENSP00000349365,9606.ENSP00000353512,9606.ENSP00000354733,9606.ENSP00000355866,9606.ENSP00000356792,9606.ENSP00000357113,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357727,9606.ENSP00000357750,9606.ENSP00000358953,9606.ENSP00000360869,9606.ENSP00000365569,9606.ENSP00000368022,9606.ENSP00000371471,9606.ENSP00000377344,9606.ENSP00000441691,9606.ENSP00000464030,9606.ENSP00000473159","USP18,DHX58,HERC5,SERPING1,CCR2,DTX3L,HMGB2,C2,C3AR1,HAVCR2,GBA,CLU,SOCS1,TBK1,SOCS3,IL1R2,PLSCR1,IL27,PARP9,SBNO2,DUSP10,XCL1,IFI16,S100A8,S100A12,S100A9,TRAF3IP2,CUEDC2,IFIT1,FLOT1,OPTN,RSAD2,DDX60,ITGAM,IKBKE,FFAR2",2.41e-12,3.82e-10,"regulation of defense response"
"SevCrit_Myeloid__321","Process","GO.0019221",35,655,"9606","9606.ENSP00000228928,9606.ENSP00000254436,9606.ENSP00000257570,9606.ENSP00000259206,9606.ENSP00000261366,9606.ENSP00000264657,9606.ENSP00000292301,9606.ENSP00000295683,9606.ENSP00000323889,9606.ENSP00000329418,9606.ENSP00000330341,9606.ENSP00000330959,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000342513,9606.ENSP00000347979,9606.ENSP00000349365,9606.ENSP00000354822,9606.ENSP00000356792,9606.ENSP00000358165,9606.ENSP00000360869,9606.ENSP00000360883,9606.ENSP00000362608,9606.ENSP00000368699,9606.ENSP00000371471,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000386187,9606.ENSP00000388001,9606.ENSP00000391676,9606.ENSP00000395590,9606.ENSP00000422607,9606.ENSP00000441691,9606.ENSP00000483430,9606.ENSP00000484689","OAS3,TRIM21,OASL,IL1RN,LMNB1,STAT3,CCR2,CXCR1,TRIM25,SOCS1,SOCS3,IL1R2,MX2,OAS2,IFI6,FAS,IL27,XAF1,XCL1,FCGR1A,IFIT1,IFIT3,PIM1,ISG15,RSAD2,MX1,IFITM3,IFITM1,OAS1,JAK3,IFI35,ACSL1,ITGAM,IFI27,IFITM2",4.58e-12,6.99e-10,"cytokine-mediated signaling pathway"
"SevCrit_Myeloid__321","Process","GO.0050776",40,873,"9606","9606.ENSP00000207549,9606.ENSP00000215794,9606.ENSP00000226279,9606.ENSP00000236147,9606.ENSP00000251642,9606.ENSP00000262942,9606.ENSP00000267082,9606.ENSP00000278407,9606.ENSP00000290246,9606.ENSP00000292301,9606.ENSP00000296503,9606.ENSP00000299367,9606.ENSP00000302079,9606.ENSP00000312002,9606.ENSP00000315130,9606.ENSP00000329418,9606.ENSP00000329967,9606.ENSP00000330341,9606.ENSP00000345494,9606.ENSP00000349365,9606.ENSP00000353512,9606.ENSP00000355866,9606.ENSP00000355870,9606.ENSP00000356792,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000357722,9606.ENSP00000357727,9606.ENSP00000358165,9606.ENSP00000358953,9606.ENSP00000365569,9606.ENSP00000371471,9606.ENSP00000375622,9606.ENSP00000377344,9606.ENSP00000386187,9606.ENSP00000391676,9606.ENSP00000438038,9606.ENSP00000441691,9606.ENSP00000464030,9606.ENSP00000473159","UNC13D,USP18,CD38,SELL,DHX58,ARPC1A,ITGB7,SERPING1,ELMO2,CCR2,HMGB2,C2,C3AR1,HAVCR2,CLU,SOCS1,TBK1,SOCS3,PLSCR1,IL27,PARP9,DUSP10,HLX,XCL1,IFI16,MNDA,S100A8,S100A9,FCGR1A,CUEDC2,FLOT1,RSAD2,LAIR1,DDX60,IFITM1,JAK3,KLRC1,ITGAM,IKBKE,FFAR2",1.14e-11,1.68e-09,"regulation of immune response"
"SevCrit_Myeloid__321","Process","GO.0043901",20,212,"9606","9606.ENSP00000228928,9606.ENSP00000233057,9606.ENSP00000251642,9606.ENSP00000253110,9606.ENSP00000254436,9606.ENSP00000257570,9606.ENSP00000278407,9606.ENSP00000312002,9606.ENSP00000323889,9606.ENSP00000345494,9606.ENSP00000355866,9606.ENSP00000357113,9606.ENSP00000360869,9606.ENSP00000368699,9606.ENSP00000371471,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000386187,9606.ENSP00000388001,9606.ENSP00000484689","OAS3,EIF2AK2,DHX58,C19orf66,TRIM21,OASL,SERPING1,HAVCR2,TRIM25,PLSCR1,DUSP10,IFI16,IFIT1,ISG15,RSAD2,MX1,IFITM3,IFITM1,OAS1,IFITM2",2.51e-11,3.54e-09,"negative regulation of multi-organism process"
"SevCrit_Myeloid__321","Process","GO.0071345",41,953,"9606","9606.ENSP00000228928,9606.ENSP00000254436,9606.ENSP00000257570,9606.ENSP00000259206,9606.ENSP00000261366,9606.ENSP00000264657,9606.ENSP00000292301,9606.ENSP00000295683,9606.ENSP00000314508,9606.ENSP00000323889,9606.ENSP00000329418,9606.ENSP00000329967,9606.ENSP00000330341,9606.ENSP00000330959,9606.ENSP00000333657,9606.ENSP00000342278,9606.ENSP00000342513,9606.ENSP00000347979,9606.ENSP00000349365,9606.ENSP00000354733,9606.ENSP00000354822,9606.ENSP00000356792,9606.ENSP00000358165,9606.ENSP00000360869,9606.ENSP00000360883,9606.ENSP00000362608,9606.ENSP00000368699,9606.ENSP00000370517,9606.ENSP00000371471,9606.ENSP00000377995,9606.ENSP00000381601,9606.ENSP00000382707,9606.ENSP00000386187,9606.ENSP00000388001,9606.ENSP00000391676,9606.ENSP00000395590,9606.ENSP00000400646,9606.ENSP00000422607,9606.ENSP00000441691,9606.ENSP00000483430,9606.ENSP00000484689","OAS3,TRIM21,OASL,IL1RN,LMNB1,STAT3,CCR2,CXCR1,GBA,TRIM25,SOCS1,TBK1,SOCS3,IL1R2,MX2,OAS2,IFI6,FAS,IL27,SBNO2,XAF1,XCL1,FCGR1A,IFIT1,IFIT3,PIM1,ISG15,PFKP,RSAD2,MT1X,MX1,IFITM3,IFITM1,OAS1,JAK3,IFI35,PNPT1,ACSL1,ITGAM,IFI27,IFITM2",3.99e-11,5.25e-09,"cellular response to cytokine stimulus"
"SevCrit_Myeloid__321","Process","GO.0010033",78,2815,"9606","9606.ENSP00000219919,9606.ENSP00000226279,9606.ENSP00000228928,9606.ENSP00000233057,9606.ENSP00000236147,9606.ENSP00000253110,9606.ENSP00000254436,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259206,9606.ENSP00000259339,9606.ENSP00000261366,9606.ENSP00000264657,9606.ENSP00000265896,9606.ENSP00000276914,9606.ENSP00000292301,9606.ENSP00000295683,9606.ENSP00000296370,9606.ENSP00000296503,9606.ENSP00000307900,9606.ENSP00000312002,9606.ENSP00000314508,9606.ENSP00000315130,9606.ENSP00000323889,9606.ENSP00000329418,9606.ENSP00000329967,9606.ENSP00000330341,9606.ENSP00000330959,9606.ENSP00000333657,9606.ENSP00000336762,9606.ENSP00000342278,9606.ENSP00000342513,9606.ENSP00000345494,9606.ENSP00000347979,9606.ENSP00000349365,9606.ENSP00000354733,9606.ENSP00000354822,9606.ENSP00000355866,9606.ENSP00000356792,9606.ENSP00000357722,9606.ENSP00000358165,9606.ENSP00000360316,9606.ENSP00000360869,9606.ENSP00000360883,9606.ENSP00000362608,9606.ENSP00000363970,9606.ENSP00000365569,9606.ENSP00000365944,9606.ENSP00000368022,9606.ENSP00000368678,9606.ENSP00000368699,9606.ENSP00000369756,9606.ENSP00000369899,9606.ENSP00000370517,9606.ENSP00000371471,9606.ENSP00000377192,9606.ENSP00000377508,9606.ENSP00000377995,9606.ENSP00000379512,9606.ENSP00000381601,9606.ENSP00000381793,9606.ENSP00000382707,9606.ENSP00000383063,9606.ENSP00000386187,9606.ENSP00000388001,9606.ENSP00000390265,9606.ENSP00000391676,9606.ENSP00000395590,9606.ENSP00000400646,9606.ENSP00000415454,9606.ENSP00000422607,9606.ENSP00000436607,9606.ENSP00000441691,9606.ENSP00000451261,9606.ENSP00000464030,9606.ENSP00000473159,9606.ENSP00000483430,9606.ENSP00000484689","AQP9,CD38,OAS3,EIF2AK2,SELL,C19orf66,TRIM21,CMPK2,OASL,IL1RN,TOR1B,LMNB1,STAT3,SQLE,PLIN2,CCR2,CXCR1,S100P,HMGB2,GLUL,HAVCR2,GBA,CLU,TRIM25,SOCS1,TBK1,SOCS3,IL1R2,MX2,ANG,OAS2,IFI6,PLSCR1,FAS,IL27,SBNO2,XAF1,DUSP10,XCL1,S100A8,FCGR1A,DHCR24,IFIT1,IFIT3,PIM1,MAP1LC3A,FLOT1,FBXO6,OPTN,AGRN,ISG15,PTPRA,RRAGA,PFKP,RSAD2,G6PD,JUP,MT1X,MGST1,MX1,GRB10,IFITM3,NRIP1,IFITM1,OAS1,IDH1,JAK3,IFI35,PNPT1,GCNT1,ACSL1,ADM,ITGAM,UBE2J1,IKBKE,FFAR2,IFI27,IFITM2",5.73e-11,7.27e-09,"response to organic substance"
"SevCrit_Myeloid__321","Process","GO.0002682",50,1391,"9606","9606.ENSP00000207549,9606.ENSP00000215794,9606.ENSP00000226279,9606.ENSP00000233057,9606.ENSP00000236147,9606.ENSP00000251642,9606.ENSP00000262942,9606.ENSP00000263593,9606.ENSP00000264350,9606.ENSP00000264657,9606.ENSP00000267082,9606.ENSP00000278407,9606.ENSP00000290246,9606.ENSP00000292301,9606.ENSP00000296161,9606.ENSP00000296503,9606.ENSP00000299367,9606.ENSP00000302079,9606.ENSP00000312002,9606.ENSP00000315130,9606.ENSP00000329418,9606.ENSP00000329967,9606.ENSP00000330341,9606.ENSP00000345494,9606.ENSP00000349365,9606.ENSP00000353512,9606.ENSP00000355866,9606.ENSP00000355870,9606.ENSP00000356792,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000357722,9606.ENSP00000357727,9606.ENSP00000357750,9606.ENSP00000358165,9606.ENSP00000358953,9606.ENSP00000360869,9606.ENSP00000365569,9606.ENSP00000366956,9606.ENSP00000368699,9606.ENSP00000371471,9606.ENSP00000375622,9606.ENSP00000377344,9606.ENSP00000386187,9606.ENSP00000391676,9606.ENSP00000438038,9606.ENSP00000439120,9606.ENSP00000441691,9606.ENSP00000464030,9606.ENSP00000473159","UNC13D,USP18,CD38,EIF2AK2,SELL,DHX58,ARPC1A,SIAE,HERC5,STAT3,ITGB7,SERPING1,ELMO2,CCR2,DTX3L,HMGB2,C2,C3AR1,HAVCR2,CLU,SOCS1,TBK1,SOCS3,PLSCR1,IL27,PARP9,DUSP10,HLX,XCL1,IFI16,MNDA,S100A8,S100A9,TRAF3IP2,FCGR1A,CUEDC2,IFIT1,FLOT1,HIST1H4H,ISG15,RSAD2,LAIR1,DDX60,IFITM1,JAK3,KLRC1,NFE2,ITGAM,IKBKE,FFAR2",1.07e-10,1.31e-08,"regulation of immune system process"
"SevCrit_Myeloid__321","Process","GO.0002831",26,426,"9606","9606.ENSP00000215794,9606.ENSP00000251642,9606.ENSP00000264350,9606.ENSP00000278407,9606.ENSP00000296161,9606.ENSP00000296503,9606.ENSP00000312002,9606.ENSP00000329418,9606.ENSP00000329967,9606.ENSP00000330341,9606.ENSP00000345494,9606.ENSP00000349365,9606.ENSP00000353512,9606.ENSP00000355866,9606.ENSP00000357113,9606.ENSP00000357722,9606.ENSP00000357727,9606.ENSP00000357750,9606.ENSP00000360869,9606.ENSP00000365569,9606.ENSP00000368022,9606.ENSP00000371471,9606.ENSP00000377344,9606.ENSP00000441691,9606.ENSP00000464030,9606.ENSP00000473159","USP18,DHX58,HERC5,SERPING1,DTX3L,HMGB2,HAVCR2,SOCS1,TBK1,SOCS3,PLSCR1,IL27,PARP9,DUSP10,IFI16,S100A8,S100A9,TRAF3IP2,IFIT1,FLOT1,OPTN,RSAD2,DDX60,ITGAM,IKBKE,FFAR2",2.18e-10,2.52e-08,"regulation of response to biotic stimulus"
"SevCrit_Myeloid__321","Process","GO.0042221",99,4153,"9606","9606.ENSP00000215838,9606.ENSP00000219919,9606.ENSP00000221130,9606.ENSP00000226279,9606.ENSP00000228928,9606.ENSP00000233057,9606.ENSP00000236147,9606.ENSP00000253110,9606.ENSP00000254436,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259206,9606.ENSP00000259339,9606.ENSP00000261366,9606.ENSP00000264657,9606.ENSP00000265113,9606.ENSP00000265896,9606.ENSP00000276914,9606.ENSP00000282588,9606.ENSP00000290246,9606.ENSP00000292301,9606.ENSP00000295683,9606.ENSP00000296370,9606.ENSP00000296503,9606.ENSP00000297679,9606.ENSP00000299367,9606.ENSP00000302079,9606.ENSP00000303276,9606.ENSP00000307706,9606.ENSP00000307900,9606.ENSP00000312002,9606.ENSP00000314508,9606.ENSP00000315130,9606.ENSP00000323889,9606.ENSP00000329418,9606.ENSP00000329967,9606.ENSP00000330341,9606.ENSP00000330959,9606.ENSP00000333657,9606.ENSP00000334872,9606.ENSP00000336762,9606.ENSP00000342278,9606.ENSP00000342513,9606.ENSP00000342793,9606.ENSP00000345494,9606.ENSP00000347979,9606.ENSP00000348170,9606.ENSP00000349365,9606.ENSP00000353720,9606.ENSP00000354733,9606.ENSP00000354822,9606.ENSP00000355866,9606.ENSP00000356792,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357727,9606.ENSP00000358165,9606.ENSP00000360316,9606.ENSP00000360869,9606.ENSP00000360883,9606.ENSP00000362608,9606.ENSP00000362807,9606.ENSP00000363641,9606.ENSP00000363763,9606.ENSP00000363970,9606.ENSP00000365569,9606.ENSP00000365944,9606.ENSP00000368022,9606.ENSP00000368678,9606.ENSP00000368699,9606.ENSP00000369756,9606.ENSP00000369899,9606.ENSP00000370517,9606.ENSP00000371471,9606.ENSP00000377192,9606.ENSP00000377508,9606.ENSP00000377995,9606.ENSP00000379512,9606.ENSP00000381601,9606.ENSP00000381793,9606.ENSP00000382707,9606.ENSP00000383063,9606.ENSP00000386187,9606.ENSP00000388001,9606.ENSP00000390265,9606.ENSP00000391676,9606.ENSP00000395590,9606.ENSP00000396915,9606.ENSP00000400646,9606.ENSP00000415454,9606.ENSP00000422607,9606.ENSP00000436607,9606.ENSP00000441691,9606.ENSP00000451261,9606.ENSP00000464030,9606.ENSP00000471683,9606.ENSP00000473159,9606.ENSP00000483430,9606.ENSP00000484689","TCN2,AQP9,GSR,CD38,OAS3,EIF2AK2,SELL,C19orf66,TRIM21,CMPK2,OASL,IL1RN,TOR1B,LMNB1,STAT3,SLC1A3,SQLE,PLIN2,ITGA1,ELMO2,CCR2,CXCR1,S100P,HMGB2,HSD3B7,C2,C3AR1,RNASE2,MT1E,GLUL,HAVCR2,GBA,CLU,TRIM25,SOCS1,TBK1,SOCS3,IL1R2,MX2,MT1F,ANG,OAS2,IFI6,PLD1,PLSCR1,FAS,HP,IL27,CES1,SBNO2,XAF1,DUSP10,XCL1,S100A8,S100A12,S100A9,FCGR1A,DHCR24,IFIT1,IFIT3,PIM1,PEF1,TXN,EPHB2,MAP1LC3A,FLOT1,FBXO6,OPTN,AGRN,ISG15,PTPRA,RRAGA,PFKP,RSAD2,G6PD,JUP,MT1X,MGST1,MX1,GRB10,IFITM3,NRIP1,IFITM1,OAS1,IDH1,JAK3,IFI35,SCN1B,PNPT1,GCNT1,ACSL1,ADM,ITGAM,UBE2J1,IKBKE,SLC38A5,FFAR2,IFI27,IFITM2",2.27e-10,2.54e-08,"response to chemical"
"SevCrit_Myeloid__321","Process","GO.0002697",23,362,"9606","9606.ENSP00000207549,9606.ENSP00000251642,9606.ENSP00000264350,9606.ENSP00000278407,9606.ENSP00000292301,9606.ENSP00000296161,9606.ENSP00000299367,9606.ENSP00000302079,9606.ENSP00000312002,9606.ENSP00000315130,9606.ENSP00000349365,9606.ENSP00000353512,9606.ENSP00000355866,9606.ENSP00000355870,9606.ENSP00000356792,9606.ENSP00000357750,9606.ENSP00000358953,9606.ENSP00000360869,9606.ENSP00000371471,9606.ENSP00000377344,9606.ENSP00000391676,9606.ENSP00000441691,9606.ENSP00000473159","UNC13D,DHX58,HERC5,SERPING1,CCR2,DTX3L,C2,C3AR1,HAVCR2,CLU,IL27,PARP9,DUSP10,HLX,XCL1,TRAF3IP2,CUEDC2,IFIT1,RSAD2,DDX60,JAK3,ITGAM,FFAR2",1.23e-09,1.34e-07,"regulation of immune effector process"
"SevCrit_Myeloid__321","Process","GO.0002274",29,574,"9606","9606.ENSP00000207549,9606.ENSP00000236147,9606.ENSP00000236671,9606.ENSP00000261712,9606.ENSP00000295683,9606.ENSP00000296370,9606.ENSP00000301887,9606.ENSP00000302079,9606.ENSP00000302324,9606.ENSP00000303276,9606.ENSP00000309741,9606.ENSP00000312002,9606.ENSP00000315130,9606.ENSP00000329920,9606.ENSP00000337816,9606.ENSP00000342793,9606.ENSP00000348170,9606.ENSP00000349687,9606.ENSP00000354733,9606.ENSP00000357123,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357727,9606.ENSP00000375622,9606.ENSP00000377508,9606.ENSP00000379512,9606.ENSP00000390265,9606.ENSP00000399700,9606.ENSP00000441691","UNC13D,SELL,CTSD,PSMD11,CXCR1,S100P,BATF2,C3AR1,RNASE3,RNASE2,SLCO4C1,HAVCR2,CLU,MCEMP1,MMP25,PLD1,HP,GM2A,SBNO2,MNDA,S100A8,S100A12,S100A9,LAIR1,JUP,MGST1,IDH1,PLAC8,ITGAM",1.24e-09,1.34e-07,"myeloid leukocyte activation"
"SevCrit_Myeloid__321","Process","GO.0045055",32,691,"9606","9606.ENSP00000207549,9606.ENSP00000236147,9606.ENSP00000236671,9606.ENSP00000261712,9606.ENSP00000262776,9606.ENSP00000272371,9606.ENSP00000278407,9606.ENSP00000295683,9606.ENSP00000296370,9606.ENSP00000302079,9606.ENSP00000302324,9606.ENSP00000303276,9606.ENSP00000309741,9606.ENSP00000315130,9606.ENSP00000329920,9606.ENSP00000337816,9606.ENSP00000342793,9606.ENSP00000348170,9606.ENSP00000349687,9606.ENSP00000355467,9606.ENSP00000357123,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357727,9606.ENSP00000369702,9606.ENSP00000375622,9606.ENSP00000377508,9606.ENSP00000379512,9606.ENSP00000390265,9606.ENSP00000399700,9606.ENSP00000417038,9606.ENSP00000441691","UNC13D,SELL,CTSD,PSMD11,LGALS3BP,OTOF,SERPING1,CXCR1,S100P,C3AR1,RNASE3,RNASE2,SLCO4C1,CLU,MCEMP1,MMP25,PLD1,HP,GM2A,SCCPDH,MNDA,S100A8,S100A12,S100A9,LHFPL2,LAIR1,JUP,MGST1,IDH1,PLAC8,PHACTR2,ITGAM",1.27e-09,1.34e-07,"regulated exocytosis"
"SevCrit_Myeloid__321","Process","GO.0006887",34,774,"9606","9606.ENSP00000207549,9606.ENSP00000236147,9606.ENSP00000236671,9606.ENSP00000260762,9606.ENSP00000261712,9606.ENSP00000262776,9606.ENSP00000272371,9606.ENSP00000278407,9606.ENSP00000295683,9606.ENSP00000296370,9606.ENSP00000302079,9606.ENSP00000302324,9606.ENSP00000303276,9606.ENSP00000309741,9606.ENSP00000315130,9606.ENSP00000329920,9606.ENSP00000337816,9606.ENSP00000342793,9606.ENSP00000348170,9606.ENSP00000349687,9606.ENSP00000355467,9606.ENSP00000357123,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357727,9606.ENSP00000369702,9606.ENSP00000370695,9606.ENSP00000375622,9606.ENSP00000377508,9606.ENSP00000379512,9606.ENSP00000390265,9606.ENSP00000399700,9606.ENSP00000417038,9606.ENSP00000441691","UNC13D,SELL,CTSD,EXOC6,PSMD11,LGALS3BP,OTOF,SERPING1,CXCR1,S100P,C3AR1,RNASE3,RNASE2,SLCO4C1,CLU,MCEMP1,MMP25,PLD1,HP,GM2A,SCCPDH,MNDA,S100A8,S100A12,S100A9,LHFPL2,EXOC1,LAIR1,JUP,MGST1,IDH1,PLAC8,PHACTR2,ITGAM",1.35e-09,1.35e-07,"exocytosis"
"SevCrit_Myeloid__321","Process","GO.0032940",38,959,"9606","9606.ENSP00000207549,9606.ENSP00000236147,9606.ENSP00000236671,9606.ENSP00000259206,9606.ENSP00000260762,9606.ENSP00000261712,9606.ENSP00000262776,9606.ENSP00000265113,9606.ENSP00000272371,9606.ENSP00000278407,9606.ENSP00000295683,9606.ENSP00000296370,9606.ENSP00000302079,9606.ENSP00000302324,9606.ENSP00000303276,9606.ENSP00000309741,9606.ENSP00000315130,9606.ENSP00000329920,9606.ENSP00000337816,9606.ENSP00000342793,9606.ENSP00000348170,9606.ENSP00000349687,9606.ENSP00000355467,9606.ENSP00000357123,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357727,9606.ENSP00000357750,9606.ENSP00000369702,9606.ENSP00000370695,9606.ENSP00000375622,9606.ENSP00000377508,9606.ENSP00000379512,9606.ENSP00000390265,9606.ENSP00000399700,9606.ENSP00000417038,9606.ENSP00000436607,9606.ENSP00000441691","UNC13D,SELL,CTSD,IL1RN,EXOC6,PSMD11,LGALS3BP,SLC1A3,OTOF,SERPING1,CXCR1,S100P,C3AR1,RNASE3,RNASE2,SLCO4C1,CLU,MCEMP1,MMP25,PLD1,HP,GM2A,SCCPDH,MNDA,S100A8,S100A12,S100A9,TRAF3IP2,LHFPL2,EXOC1,LAIR1,JUP,MGST1,IDH1,PLAC8,PHACTR2,ADM,ITGAM",2.08e-09,2.03e-07,"secretion by cell"
"SevCrit_Myeloid__321","Process","GO.0002275",27,519,"9606","9606.ENSP00000207549,9606.ENSP00000236147,9606.ENSP00000236671,9606.ENSP00000261712,9606.ENSP00000295683,9606.ENSP00000296370,9606.ENSP00000302079,9606.ENSP00000302324,9606.ENSP00000303276,9606.ENSP00000309741,9606.ENSP00000312002,9606.ENSP00000329920,9606.ENSP00000337816,9606.ENSP00000342793,9606.ENSP00000348170,9606.ENSP00000349687,9606.ENSP00000354733,9606.ENSP00000357123,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357727,9606.ENSP00000375622,9606.ENSP00000377508,9606.ENSP00000379512,9606.ENSP00000390265,9606.ENSP00000399700,9606.ENSP00000441691","UNC13D,SELL,CTSD,PSMD11,CXCR1,S100P,C3AR1,RNASE3,RNASE2,SLCO4C1,HAVCR2,MCEMP1,MMP25,PLD1,HP,GM2A,SBNO2,MNDA,S100A8,S100A12,S100A9,LAIR1,JUP,MGST1,IDH1,PLAC8,ITGAM",2.65e-09,2.53e-07,"myeloid cell activation involved in immune response"
"SevCrit_Myeloid__321","Process","GO.0070887",71,2672,"9606","9606.ENSP00000219919,9606.ENSP00000221130,9606.ENSP00000228928,9606.ENSP00000233057,9606.ENSP00000254436,9606.ENSP00000256722,9606.ENSP00000257570,9606.ENSP00000259206,9606.ENSP00000261366,9606.ENSP00000264657,9606.ENSP00000282588,9606.ENSP00000290246,9606.ENSP00000292301,9606.ENSP00000295683,9606.ENSP00000296503,9606.ENSP00000297679,9606.ENSP00000302079,9606.ENSP00000307706,9606.ENSP00000312002,9606.ENSP00000314508,9606.ENSP00000323889,9606.ENSP00000329418,9606.ENSP00000329967,9606.ENSP00000330341,9606.ENSP00000330959,9606.ENSP00000333657,9606.ENSP00000334872,9606.ENSP00000342278,9606.ENSP00000342513,9606.ENSP00000347979,9606.ENSP00000348170,9606.ENSP00000349365,9606.ENSP00000353720,9606.ENSP00000354733,9606.ENSP00000354822,9606.ENSP00000356792,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357727,9606.ENSP00000358165,9606.ENSP00000360869,9606.ENSP00000360883,9606.ENSP00000362608,9606.ENSP00000363641,9606.ENSP00000363970,9606.ENSP00000365569,9606.ENSP00000368022,9606.ENSP00000368678,9606.ENSP00000368699,9606.ENSP00000369756,9606.ENSP00000369899,9606.ENSP00000370517,9606.ENSP00000371471,9606.ENSP00000377192,9606.ENSP00000377508,9606.ENSP00000377995,9606.ENSP00000379512,9606.ENSP00000381601,9606.ENSP00000381793,9606.ENSP00000382707,9606.ENSP00000383063,9606.ENSP00000386187,9606.ENSP00000388001,9606.ENSP00000391676,9606.ENSP00000395590,9606.ENSP00000400646,9606.ENSP00000422607,9606.ENSP00000441691,9606.ENSP00000473159,9606.ENSP00000483430,9606.ENSP00000484689","AQP9,GSR,OAS3,EIF2AK2,TRIM21,CMPK2,OASL,IL1RN,LMNB1,STAT3,ITGA1,ELMO2,CCR2,CXCR1,HMGB2,HSD3B7,C3AR1,MT1E,HAVCR2,GBA,TRIM25,SOCS1,TBK1,SOCS3,IL1R2,MX2,MT1F,OAS2,IFI6,FAS,HP,IL27,CES1,SBNO2,XAF1,XCL1,S100A8,S100A12,S100A9,FCGR1A,IFIT1,IFIT3,PIM1,TXN,MAP1LC3A,FLOT1,OPTN,AGRN,ISG15,PTPRA,RRAGA,PFKP,RSAD2,G6PD,JUP,MT1X,MGST1,MX1,GRB10,IFITM3,NRIP1,IFITM1,OAS1,JAK3,IFI35,PNPT1,ACSL1,ITGAM,FFAR2,IFI27,IFITM2",3.53e-09,3.28e-07,"cellular response to chemical stimulus"
"SevCrit_Myeloid__321","Process","GO.0002366",29,616,"9606","9606.ENSP00000164227,9606.ENSP00000207549,9606.ENSP00000236147,9606.ENSP00000236671,9606.ENSP00000261712,9606.ENSP00000264657,9606.ENSP00000295683,9606.ENSP00000296370,9606.ENSP00000302079,9606.ENSP00000302324,9606.ENSP00000303276,9606.ENSP00000309741,9606.ENSP00000312002,9606.ENSP00000329920,9606.ENSP00000337816,9606.ENSP00000342793,9606.ENSP00000348170,9606.ENSP00000349687,9606.ENSP00000354733,9606.ENSP00000357123,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357727,9606.ENSP00000375622,9606.ENSP00000377508,9606.ENSP00000379512,9606.ENSP00000390265,9606.ENSP00000399700,9606.ENSP00000441691","BCL3,UNC13D,SELL,CTSD,PSMD11,STAT3,CXCR1,S100P,C3AR1,RNASE3,RNASE2,SLCO4C1,HAVCR2,MCEMP1,MMP25,PLD1,HP,GM2A,SBNO2,MNDA,S100A8,S100A12,S100A9,LAIR1,JUP,MGST1,IDH1,PLAC8,ITGAM",5.67e-09,5.03e-07,"leukocyte activation involved in immune response"
